Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
19-00423327,Coyote Complaints,Phone,Closed,11/18/2019 08:55:30 AM,11/04/2019 08:07:02 AM,11/18/2019 08:55:30 AM,11/18/2019 08:55:30 AM,"2628 TOM MILLER ST, AUSTIN, TX 78723",2628,TOM MILLER,AUSTIN,78723,TRAVIS,3126988.30198682,10078993.31467490,30.28989799,-97.70204944,"(30.28989799, -97.70204944)",9,586E,ML24
20-00240110,Coyote Complaints,Phone,Closed,07/21/2020 12:52:05 PM,06/18/2020 09:31:13 AM,07/21/2020 12:52:06 PM,07/21/2020 12:52:05 PM,"1701 STANLEY AVE B, AUSTIN, TX 78745",1701,STANLEY,AUSTIN,78745,TRAVIS,3097058.50315484,10048203.00121210,30.2071707,-97.79907609,"(30.2071707, -97.79907609)",5,643R,MF17
20-00029303,Coyote Complaints,Phone,Closed,01/24/2020 10:31:31 AM,01/24/2020 08:40:53 AM,01/24/2020 10:31:31 AM,01/24/2020 10:31:31 AM,"14611 BURNET RD, AUSTIN, TX 78728",14611,BURNET,AUSTIN,78728,TRAVIS,3127696.10779631,10137200.8800299,30.4498548,-97.69543458,"(30.4498548, -97.69543458)",,436P,ML38
19-00437784,Coyote Complaints,Phone,Closed,11/18/2019 08:58:21 AM,11/15/2019 09:44:15 AM,11/18/2019 08:58:21 AM,11/18/2019 08:58:21 AM,"5201 BERKMAN DR, AUSTIN, TX 78723",5201,BERKMAN,AUSTIN,78723,TRAVIS,3128247.24711970,10084459.00231030,30.30484027,-97.69765147,"(30.30484027, -97.69765147)",4,556T,ML25
19-00438731,Coyote Complaints,Phone,Closed,11/18/2019 12:31:44 PM,11/15/2019 07:00:14 PM,11/18/2019 12:31:44 PM,11/18/2019 12:31:44 PM,"3204 MANCHACA RD, AUSTIN, TX 78704",3204,MANCHACA,AUSTIN,78704,TRAVIS,3101962.50218624,10060358.00119650,30.24027498,-97.78267354,"(30.24027498, -97.78267354)",5,614N,MG20
19-00439168,Coyote Complaints,Phone,Closed,11/18/2019 11:16:33 AM,11/16/2019 11:39:14 AM,11/18/2019 11:16:32 AM,11/18/2019 11:16:33 AM,"7624 TECOMA CIR, AUSTIN, TX 78735",7624,TECOMA,AUSTIN,78735,TRAVIS,3077032.54959482,10067016.79005000,30.26012665,-97.86113243,"(30.26012665, -97.86113243)",,612B,MC21
20-00033784,Coyote Complaints,Phone,Closed,01/29/2020 12:19:24 PM,01/27/2020 06:26:15 PM,01/29/2020 12:19:23 PM,01/29/2020 12:19:24 PM,"6500 CHAMPION GRANDVIEW WAY, AUSTIN, TX 78750",6500,CHAMPION GRANDVIEW,AUSTIN,78750,TRAVIS,3098254.35290078,10105486.20920240,30.36456017,-97.79114764,"(30.36456017, -97.79114764)",10,524A,MG30
19-00439436,Coyote Complaints,Phone,Closed,11/18/2019 01:13:43 PM,11/16/2019 04:12:59 PM,11/18/2019 01:13:42 PM,11/18/2019 01:13:43 PM,"1019 NILE ST, AUSTIN, TX 78702",1019,NILE,AUSTIN,78702,TRAVIS,3123394.08721585,10071136.00795570,30.26853282,-97.71402025,"(30.26853282, -97.71402025)",1,585V,MK22
19-00406105,Coyote Complaints,Phone,Closed,10/30/2019 01:13:14 PM,10/22/2019 04:57:24 AM,10/30/2019 01:13:14 PM,10/30/2019 01:13:14 PM,"5104 EDENBOURGH LN, AUSTIN, TX 78754",5104,EDENBOURGH,AUSTIN,78754,TRAVIS,3144119.74755478,10095397.99788310,30.33386554,-97.64653109,"(30.33386554, -97.64653109)",,527X,MN28
19-00436894,Coyote Complaints,Phone,Closed,11/14/2019 03:02:43 PM,11/14/2019 01:28:47 PM,11/14/2019 03:02:43 PM,11/14/2019 03:02:43 PM,"1715 ALLEGHANY DR, AUSTIN, TX 78741",1715,ALLEGHANY,AUSTIN,78741,TRAVIS,3115327.28105882,10056558.43345140,30.22898108,-97.7406425,"(30.22898108, -97.7406425)",3,615W,MJ19
20-00337576,Coyote Complaints,Phone,Closed,09/02/2020 12:39:21 PM,08/17/2020 05:00:56 PM,09/02/2020 12:39:21 PM,09/02/2020 12:39:21 PM,"2604 WOOLDRIDGE DR, AUSTIN, TX 78703",2604,WOOLDRIDGE,AUSTIN,78703,TRAVIS,3111502.69412823,10080383.66404140,30.29471754,-97.75099825,"(30.29471754, -97.75099825)",9,584D,MH24
19-00404984,Coyote Complaints,Phone,Closed,10/31/2019 01:17:29 PM,10/21/2019 11:13:31 AM,10/31/2019 01:17:29 PM,10/31/2019 01:17:29 PM,"9704 LAKE RIDGE DR, AUSTIN, TX 78733",9704,LAKE RIDGE,AUSTIN,78733,TRAVIS,3073437.50041260,10092766.99726330,30.33113111,-97.87071118,"(30.33113111, -97.87071118)",,552A,MC27
20-00163113,Coyote Complaints,Phone,Closed,04/29/2020 12:00:52 PM,04/25/2020 11:21:37 PM,04/29/2020 12:00:53 PM,04/29/2020 12:00:52 PM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.00142280,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
22-00069821,Coyote Complaints,Phone,Closed,02/28/2022 03:48:16 PM,02/27/2022 03:20:15 PM,02/28/2022 03:48:16 PM,02/28/2022 03:48:16 PM,"2103 RIVERVIEW ST, AUSTIN, TX 78702",2103,RIVERVIEW,AUSTIN,78702,TRAVIS,3120296.47354936,10064502.40076700,30.2504983,-97.72432258,"(30.2504983, -97.72432258)",3,615G,MK21
20-00162924,Coyote Complaints,Phone,Closed,04/27/2020 02:19:45 PM,04/25/2020 07:44:48 PM,04/27/2020 02:19:45 PM,04/27/2020 02:19:45 PM,"5601 PALISADE CT, AUSTIN, TX 78731",5601,PALISADE,AUSTIN,78731,TRAVIS,3101236.50008142,10096528.99851630,30.33975016,-97.78234549,"(30.33975016, -97.78234549)",10,524S,MG28
19-00436260,Coyote Complaints,Phone,Closed,11/14/2019 09:47:16 AM,11/14/2019 12:30:36 AM,11/14/2019 09:47:16 AM,11/14/2019 09:47:16 AM,"2700 ALLANDALE RD, AUSTIN, TX 78756",2700,ALLANDALE,AUSTIN,78757,TRAVIS,3111837.48575269,10094957.31812440,30.33475705,-97.748865,"(30.33475705, -97.748865)",7,525W,MJ28
19-00456418,Coyote Complaints,Phone,Closed,12/03/2019 01:42:07 PM,12/02/2019 08:16:28 AM,12/03/2019 01:42:07 PM,12/03/2019 01:42:07 PM,"2748 TOM MILLER ST, AUSTIN, TX 78723",2748,TOM MILLER,AUSTIN,78723,TRAVIS,3127598.97423281,10079100.94438950,30.29015412,-97.70010707,"(30.29015412, -97.70010707)",9,586E,ML24
19-00456820,Coyote Complaints,Phone,Closed,12/03/2019 01:33:10 PM,12/02/2019 11:51:57 AM,12/03/2019 01:33:10 PM,12/03/2019 01:33:10 PM,"1315 BROADMOOR DR, AUSTIN, TX 78723",1315,BROADMOOR,AUSTIN,78723,TRAVIS,3126368.76150322,10085966.00753740,30.309105,-97.7034896,"(30.309105, -97.7034896)",4,556N,ML26
20-00046012,Coyote Complaints,Phone,Closed,02/07/2020 12:07:59 PM,02/06/2020 08:55:04 AM,02/07/2020 12:07:59 PM,02/07/2020 12:07:59 PM,"4003 STONECROFT DR, AUSTIN, TX 78749",4003,STONECROFT,AUSTIN,78749,TRAVIS,3083488.79457250,10048565.45196270,30.20900977,-97.8419968,"(30.20900977, -97.8419968)",8,642R,MD17
20-00085648,Coyote Complaints,Phone,Closed,03/27/2020 02:43:45 PM,03/08/2020 08:27:18 AM,03/27/2020 02:43:45 PM,03/27/2020 02:43:45 PM,"5600 CRAGGY PT, AUSTIN, TX 78731",5600,CRAGGY,AUSTIN,78731,TRAVIS,3100840.99701254,10096603.58595800,30.33998012,-97.78359349,"(30.33998012, -97.78359349)",10,524S,MG28
19-00390776,Coyote Complaints,Phone,Closed,10/11/2019 11:10:50 AM,10/10/2019 11:40:06 PM,10/11/2019 11:10:50 AM,10/11/2019 11:10:50 AM,"11250 TAYLOR DRAPER LN, AUSTIN, TX 78759",11250,TAYLOR DRAPER,AUSTIN,78759,TRAVIS,3110440.74831363,10122207.99782940,30.40975464,-97.75128644,"(30.40975464, -97.75128644)",10,464V,MH34
19-00441028,Coyote Complaints,Phone,Closed,11/19/2019 10:14:52 AM,11/18/2019 11:04:03 AM,11/19/2019 10:14:52 AM,11/19/2019 10:14:52 AM,"2102 E M FRANKLIN AVE, AUSTIN, TX 78723",2102,M FRANKLIN,AUSTIN,78723,TRAVIS,3128293.99982249,10077614.68959200,30.28602342,-97.69801712,"(30.28602342, -97.69801712)",1,586F,ML24
19-00420769,Coyote Complaints,Phone,Closed,11/01/2019 03:26:04 PM,11/01/2019 02:54:56 PM,11/01/2019 03:26:04 PM,11/01/2019 03:26:04 PM,"GREENLEE DR & HILLVIEW RD, AUSTIN, TX",,GREENLEE DR & HILLVIEW RD,AUSTIN,78703,TRAVIS,3105931.49915408,10082480.00134260,30.30083444,-97.76849297,"(30.30083444, -97.76849297)",10,554Y,MH25
20-00030721,Coyote Complaints,Phone,Closed,01/27/2020 01:40:58 PM,01/25/2020 05:27:14 AM,01/27/2020 01:40:58 PM,01/27/2020 01:40:58 PM,"CAMACHO ST & MATTIE ST, AUSTIN, TX",,CAMACHO ST & MATTIE ST,AUSTIN,78723,TRAVIS,3126715.97959883,10081066.54280370,30.29561464,-97.7027567,"(30.29561464, -97.7027567)",9,586A,ML24
22-00182513,Coyote Complaints,Phone,Closed,05/26/2022 10:09:48 AM,05/26/2022 09:30:51 AM,05/26/2022 10:09:48 AM,05/26/2022 10:09:48 AM,"4810 SUMMERSET TRL, AUSTIN, TX 78749",4810,SUMMERSET,AUSTIN,78749,TRAVIS,3082830.00200439,10055849.00316700,30.22907201,-97.8435658,"(30.22907201, -97.8435658)",8,612Z,MD19
19-00420757,Coyote Complaints,Phone,Closed,11/01/2019 03:17:02 PM,11/01/2019 02:43:51 PM,11/01/2019 03:17:02 PM,11/01/2019 03:17:02 PM,"2614 EXPOSITION BLVD A, AUSTIN, TX 78703",2614,EXPOSITION,AUSTIN,78703,TRAVIS,3106932.66524036,10082814.52775820,30.30169051,-97.76529691,"(30.30169051, -97.76529691)",10,554Y,MH25
20-00007452,Coyote Complaints,Phone,Closed,01/07/2020 01:17:37 PM,01/07/2020 09:07:37 AM,01/07/2020 01:17:37 PM,01/07/2020 01:17:37 PM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.00142280,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
20-00354309,Coyote Complaints,Phone,Closed,08/28/2020 10:04:22 AM,08/28/2020 09:45:27 AM,08/28/2020 10:04:22 AM,08/28/2020 10:04:22 AM,"JANICE DR & TOWER DR, AUSTIN, TX",,JANICE DR & TOWER DR,AUSTIN,78703,TRAVIS,3107137.49787685,10081685.00215320,30.29857259,-97.76473065,"(30.29857259, -97.76473065)",10,554Y,MH25
20-00285851,Coyote Complaints,Phone,Closed,07/17/2020 02:14:57 PM,07/14/2020 02:15:50 PM,07/17/2020 02:14:57 PM,07/17/2020 02:14:57 PM,"3808 VEILED FALLS DR, PFLUGERVILLE, TX 78660",3808,VEILED FALLS,PFLUGERVILLE,78660,TRAVIS,3167524.90828805,10140034.18905250,30.45498401,-97.56884795,"(30.45498401, -97.56884795)",,439P,MS38
20-00046199,Coyote Complaints,Phone,Closed,02/07/2020 12:13:56 PM,02/06/2020 10:36:40 AM,02/07/2020 12:13:56 PM,02/07/2020 12:13:56 PM,"BURLESON RD & DOUGLAS ST, AUSTIN, TX",,BURLESON RD & DOUGLAS ST,AUSTIN,78741,TRAVIS,3117159.99721233,10055172.00101150,30.22505244,-97.73494354,"(30.22505244, -97.73494354)",3,645B,MJ18
20-00047118,Coyote Complaints,Phone,Closed,02/07/2020 12:20:06 PM,02/06/2020 09:08:58 PM,02/07/2020 12:20:06 PM,02/07/2020 12:20:06 PM,"LOS RANCHOS DR & ESKEW DR, AUSTIN, TX",,LOS RANCHOS DR & ESKEW DR,AUSTIN,78749,TRAVIS,3082496.25103589,10047746.00195740,30.20681826,-97.84519615,"(30.20681826, -97.84519615)",8,642Q,MD17
20-00047749,Coyote Complaints,Phone,Closed,02/07/2020 02:41:17 PM,02/07/2020 12:05:44 PM,02/07/2020 02:41:17 PM,02/07/2020 02:41:17 PM,6608 RIVER PLACE BLVD TX 78730,6608,RIVER PLACE,,78730,TRAVIS,3080296.52075857,10115298.00832340,30.3926477,-97.84737949,"(30.3926477, -97.84737949)",6,492G,MD33
20-00048580,Coyote Complaints,Phone,Closed,02/11/2020 10:18:42 AM,02/07/2020 09:56:21 PM,02/11/2020 10:18:42 AM,02/11/2020 10:18:42 AM,"2016 ZACH SCOTT ST, AUSTIN, TX 78723",2016,ZACH SCOTT,AUSTIN,78723,TRAVIS,3126117.30841803,10080605.17286480,30.29438532,-97.70468764,"(30.29438532, -97.70468764)",9,586A,ML24
20-00028839,Coyote Complaints,Phone,Closed,01/24/2020 09:04:28 AM,01/23/2020 05:47:24 PM,01/24/2020 09:04:28 AM,01/24/2020 09:04:28 AM,"1509 WILD CAT HOLW, WEST LAKE HILLS, TX 78746",1509,WILD CAT,WEST LAKE HILLS,78746,TRAVIS,3096951.00223443,10081875.0011342,30.29973749,-97.79698613,"(30.29973749, -97.79698613)",,553Z,MF25
20-00075124,Coyote Complaints,Phone,Closed,03/03/2020 10:57:43 AM,02/29/2020 03:14:34 PM,03/03/2020 10:57:43 AM,03/03/2020 10:57:43 AM,"10659 FLORAL PARK DR, AUSTIN, TX 78759",10659,FLORAL PARK,AUSTIN,78759,TRAVIS,3109227.82183347,10121208.76102060,30.40708521,-97.75520665,"(30.40708521, -97.75520665)",10,464Z,MH34
20-00290419,Coyote Complaints,Phone,Closed,08/04/2020 02:19:26 PM,07/17/2020 09:12:17 AM,08/04/2020 02:19:26 PM,08/04/2020 02:19:26 PM,"AUGUSTA NATIONAL DR & WHITEMARSH VALLEY WALK, AUSTIN, TX",,AUGUSTA NATIONAL DR & WHITEMARSH VALLEY WALK,AUSTIN,78746,TRAVIS,3082932.75167799,10076725.00029940,30.28645169,-97.84176013,"(30.28645169, -97.84176013)",8,582H,MD24
20-00029523,Coyote Complaints,Phone,Closed,01/24/2020 01:04:47 PM,01/24/2020 10:05:39 AM,01/24/2020 01:04:47 PM,01/24/2020 01:04:47 PM,"7623 PARKVIEW CIR, AUSTIN, TX 78731",7623,PARKVIEW,AUSTIN,78731,TRAVIS,3104373.53913031,10108205.7888559,30.37165002,-97.7715513,"(30.37165002, -97.7715513)",10,494X,MG31
20-00030046,Coyote Complaints,Phone,Closed,02/03/2020 05:34:57 PM,01/24/2020 02:13:33 PM,02/03/2020 05:34:57 PM,02/03/2020 05:34:57 PM,"8446 ANTERO DR, AUSTIN, TX 78759",8446,ANTERO,AUSTIN,78759,TRAVIS,3107761.74879372,10111055.99932890,30.37926991,-97.76060093,"(30.37926991, -97.76060093)",10,494R,MH32
20-00052223,Coyote Complaints,Phone,Closed,02/12/2020 10:38:07 AM,02/11/2020 12:02:45 PM,02/12/2020 10:38:07 AM,02/12/2020 10:38:07 AM,"2714 SILVERWAY DR, AUSTIN, TX 78757",2714,SILVERWAY,AUSTIN,78757,TRAVIS,3114993.24785105,10102142.99897800,30.35430748,-97.73833312,"(30.35430748, -97.73833312)",7,525K,MJ29
20-00072667,Coyote Complaints,Phone,Closed,02/28/2020 01:35:46 PM,02/27/2020 04:33:30 PM,02/28/2020 01:35:46 PM,02/28/2020 01:35:46 PM,"6505 SHADOW VALLEY DR, AUSTIN, TX 78731",6505,SHADOW VALLEY,AUSTIN,78731,TRAVIS,3107567.74803338,10101119.99899350,30.35196947,-97.76194431,"(30.35196947, -97.76194431)",10,524L,MH29
19-00437445,Coyote Complaints,Phone,Closed,11/15/2019 09:34:30 AM,11/14/2019 09:30:50 PM,11/15/2019 09:34:30 AM,11/15/2019 09:34:30 AM,"3204 MANCHACA RD 4, AUSTIN, TX 78704",3204,MANCHACA,AUSTIN,78704,TRAVIS,3101962.50218624,10060358.00119650,30.24027498,-97.78267354,"(30.24027498, -97.78267354)",5,614N,MG20
20-00396192,Coyote Complaints,Phone,Closed,09/25/2020 03:59:11 PM,09/25/2020 02:46:24 PM,09/25/2020 03:59:11 PM,09/25/2020 03:59:11 PM,"3102 CRYSTAL BEND DR, AUSTIN, TX 78660",3102,CRYSTAL BEND,AUSTIN,78660,TRAVIS,3152511.90611805,10120152.14384350,30.40134936,-97.61802224,"(30.40134936, -97.61802224)",1,498A,MQ33
19-00436403,Coyote Complaints,Phone,Closed,11/14/2019 09:50:28 AM,11/14/2019 08:21:22 AM,11/14/2019 09:50:28 AM,11/14/2019 09:50:28 AM,"MAPLEWOOD AVE & KIRKWOOD RD, AUSTIN, TX",,MAPLEWOOD AVE & KIRKWOOD RD,AUSTIN,78722,TRAVIS,3123436.49734549,10080508.00271570,30.2942921,-97.71318676,"(30.2942921, -97.71318676)",9,585D,MK24
19-00436626,Coyote Complaints,Phone,Closed,11/14/2019 01:11:33 PM,11/14/2019 10:38:54 AM,11/14/2019 01:11:33 PM,11/14/2019 01:11:33 PM,"E 40TH ST & VINELAND DR, AUSTIN, TX",,E 40TH ST & VINELAND DR,AUSTIN,78722,TRAVIS,3124702.49719526,10079711.00096980,30.29201924,-97.70923609,"(30.29201924, -97.70923609)",9,585D,MK24
18-00033518,Coyote Complaints,Phone,Closed,12/19/2019 12:58:33 PM,02/04/2018 10:26:09 AM,12/19/2019 12:58:33 PM,12/19/2019 12:58:33 PM,"15105 FALCON DR, LAKEWAY, TX 78734",15105,FALCON,LAKEWAY,78734,TRAVIS,3049010.14183788,10103961.64759250,30.36336828,-97.94736057,"(30.36336828, -97.94736057)",,520B,WY30
20-00420910,Coyote Complaints,Phone,Closed,10/14/2020 09:56:11 AM,10/12/2020 04:00:16 PM,10/14/2020 09:56:11 AM,10/14/2020 09:56:11 AM,"18 SUNDOWN PKWY, WEST LAKE HILLS, TX 78746",18,SUNDOWN,WEST LAKE HILL,78746,TRAVIS,3088510.50120780,10077210.00027040,30.28744021,-97.82405817,"(30.28744021, -97.82405817)",,583E,ME24
20-00085185,Coyote Complaints,Phone,Closed,04/01/2020 01:19:58 PM,03/07/2020 03:43:51 PM,04/01/2020 01:19:59 PM,04/01/2020 01:19:58 PM,"3206 GREENLEE DR, AUSTIN, TX 78703",3206,GREENLEE,AUSTIN,78703,TRAVIS,3105182.05578614,10083244.54835180,30.30298357,-97.77081133,"(30.30298357, -97.77081133)",10,554U,MH25
20-00085869,Coyote Complaints,Phone,Closed,03/10/2020 10:38:24 AM,03/08/2020 12:29:37 PM,03/10/2020 10:38:24 AM,03/10/2020 10:38:24 AM,"819 ZAPPA DR, CEDAR PARK, TX 78613",819,ZAPPA,CEDAR PARK,78613,TRAVIS,3075462.64297311,10149484.75959480,30.48692082,-97.86029719,"(30.48692082, -97.86029719)",,402P,MC41
20-00422360,Coyote Complaints,Phone,Closed,10/14/2020 09:25:54 AM,10/13/2020 01:22:13 PM,10/14/2020 09:25:54 AM,10/14/2020 09:25:54 AM,"3635 KENTFIELD RD, AUSTIN, TX 78759",3635,KENTFIELD,AUSTIN,78759,TRAVIS,3112744.65812537,10108850.79506400,30.37289029,-97.74496554,"(30.37289029, -97.74496554)",10,495S,MJ31
20-00030495,Coyote Complaints,Phone,Closed,02/18/2020 01:54:50 PM,01/24/2020 06:52:08 PM,02/18/2020 01:54:50 PM,02/18/2020 01:54:50 PM,"907 W SLAUGHTER LN, AUSTIN, TX 78748",907,SLAUGHTER,AUSTIN,78748,TRAVIS,3094666.54130561,10035915.90118330,30.17354472,-97.80752939,"(30.17354472, -97.80752939)",5,673Q,MF14
20-00030547,Coyote Complaints,Phone,Closed,01/27/2020 01:40:51 PM,01/24/2020 07:55:46 PM,01/27/2020 01:40:51 PM,01/27/2020 01:40:51 PM,"E 32ND ST & DANCY ST, AUSTIN, TX",,E 32ND ST & DANCY ST,AUSTIN,78722,TRAVIS,3121132.49940960,10078378.00049130,30.28858607,-97.72064351,"(30.28858607, -97.72064351)",9,585G,MK24
19-00479762,Coyote Complaints,Phone,Closed,02/06/2020 01:47:25 PM,12/19/2019 12:13:58 PM,02/06/2020 01:47:25 PM,02/06/2020 01:47:25 PM,"18 KERN RAMBLE, AUSTIN, TX 78722",18,KERN RAMBLE,AUSTIN,78722,TRAVIS,3122597.77364662,10078923.73849620,30.28999151,-97.71596163,"(30.28999151, -97.71596163)",9,585H,MK24
20-00095694,Coyote Complaints,Phone,Closed,03/17/2020 12:32:36 PM,03/14/2020 07:33:42 PM,03/17/2020 12:32:36 PM,03/17/2020 12:32:36 PM,"9804 SAN LUIS TRL, AUSTIN, TX 78733",9804,SAN LUIS,AUSTIN,78733,TRAVIS,3076466.00051342,10099177.99872360,30.34856977,-97.86066235,"(30.34856977, -97.86066235)",,522P,MC29
20-00372613,Coyote Complaints,Phone,Closed,09/11/2020 08:49:21 AM,09/10/2020 10:51:02 AM,09/11/2020 08:49:21 AM,09/11/2020 08:49:21 AM,"1601 MIRIAM AVE, AUSTIN, TX 78702",1601,MIRIAM,AUSTIN,78702,TRAVIS,3124361.53501062,10074693.34997170,30.27824868,-97.71069089,"(30.27824868, -97.71069089)",1,585R,MK23
18-00261593,Coyote Complaints,Phone,Closed,10/23/2019 09:28:26 AM,08/10/2018 09:41:04 AM,10/23/2019 09:28:26 AM,10/23/2019 09:28:26 AM,"PRINCE ANDREW LN & PRINCE CHARLES DR, AUSTIN, TX 78730",,PRINCE ANDREW LN & PRINCE CHARLES DR,AUSTIN,78730,TRAVIS,3082495.34106917,10103491.95772250,30.36005858,-97.84124593,"(30.36005858, -97.84124593)",,522H,MD30
19-00437600,Coyote Complaints,Phone,Closed,11/18/2019 09:13:40 AM,11/15/2019 07:57:40 AM,11/18/2019 09:13:41 AM,11/18/2019 09:13:40 AM,"BROOKVIEW RD & E 40TH ST, AUSTIN, TX",,BROOKVIEW RD & E 40TH ST,AUSTIN,78722,TRAVIS,3124346.49869494,10079896.00129600,30.29255085,-97.71034992,"(30.29255085, -97.71034992)",9,585D,MK24
19-00425861,Coyote Complaints,Phone,Closed,02/08/2020 09:39:17 AM,11/05/2019 03:37:29 PM,02/08/2020 09:39:17 AM,02/08/2020 09:39:17 AM,"1406 BERKSHIRE DR, AUSTIN, TX 78723",1406,BERKSHIRE,AUSTIN,78723,TRAVIS,3128855.14993076,10088712.53501790,30.31649287,-97.69540605,"(30.31649287, -97.69540605)",1,556K,ML26
19-00479422,Coyote Complaints,Phone,Closed,01/02/2020 10:01:03 AM,12/19/2019 08:42:03 AM,01/02/2020 10:01:04 AM,01/02/2020 10:01:03 AM,"600 RIVER HILLS RD, AUSTIN, TX 78733",600,RIVER HILLS,AUSTIN,78733,TRAVIS,3079202.57185313,10089958.83984920,30.32305953,-97.85264047,"(30.32305953, -97.85264047)",,552G,MD27
22-00366409,Coyote Complaints,Phone,Closed,10/06/2022 01:17:15 PM,10/02/2022 12:12:21 PM,10/06/2022 01:17:16 PM,10/06/2022 01:17:15 PM,"6608 PERALTO CV, AUSTIN, TX 78730",6608,PERALTO,AUSTIN,78730,TRAVIS,3092248.99993373,10109853.99700750,30.37694269,-97.80987056,"(30.37694269, -97.80987056)",10,493U,MF31
19-00418759,Coyote Complaints,Phone,Closed,11/01/2019 10:13:53 AM,10/31/2019 09:23:09 AM,11/01/2019 10:13:53 AM,11/01/2019 10:13:53 AM,"4203 AFTON LN, AUSTIN, TX 78744",4203,AFTON,AUSTIN,78744,TRAVIS,3117526.84136786,10047529.76706510,30.20402169,-97.73434762,"(30.20402169, -97.73434762)",2,645P,MJ17
20-00068855,Coyote Complaints,Phone,Closed,02/27/2020 11:41:48 AM,02/25/2020 05:01:03 AM,02/27/2020 11:41:48 AM,02/27/2020 11:41:48 AM,"2504 NEW YORK DR 6, AUSTIN, TX 78702",2504,NEW YORK,AUSTIN,78702,TRAVIS,3123546.49694490,10073108.00264350,30.27394363,-97.71339049,"(30.27394363, -97.71339049)",1,585R,MK23
20-00068199,Coyote Complaints,Phone,Closed,02/27/2020 11:17:49 AM,02/24/2020 03:32:36 PM,02/27/2020 11:17:49 AM,02/27/2020 11:17:49 AM,"GRACY FARMS LN & PRAIRIE HEN LN, AUSTIN, TX",,GRACY FARMS LN & PRAIRIE HEN LN,AUSTIN,78758,TRAVIS,3126812.24715009,10118074.99926760,30.39733843,-97.69967577,"(30.39733843, -97.69967577)",7,496A,ML33
19-00405837,Coyote Complaints,Phone,Closed,10/23/2019 10:46:26 AM,10/21/2019 06:13:06 PM,10/23/2019 10:46:27 AM,10/23/2019 10:46:26 AM,"3702 SKIPTON DR, AUSTIN, TX 78727",3702,SKIPTON,AUSTIN,78727,TRAVIS,3120278.24908408,10124578.99920110,30.41564058,-97.71991068,"(30.41564058, -97.71991068)",7,465Q,MK35
20-00370435,Coyote Complaints,Phone,Closed,09/11/2020 09:31:41 AM,09/09/2020 01:45:25 AM,09/11/2020 09:31:41 AM,09/11/2020 09:31:41 AM,"E 51ST ST & BERKMAN DR, AUSTIN, TX",,E 51ST ST & BERKMAN DR,AUSTIN,78723,TRAVIS,3127867.49681969,10084110.00047260,30.30390566,-97.6988807,"(30.30390566, -97.6988807)",9,556S,ML25
20-00372583,Coyote Complaints,Phone,Closed,09/11/2020 09:22:38 AM,09/10/2020 10:38:48 AM,09/11/2020 09:22:38 AM,09/11/2020 09:22:38 AM,"707 BROWNLEE CIR, AUSTIN, TX 78703",707,BROWNLEE,AUSTIN,78703,TRAVIS,3109414.99982360,10072808.00014760,30.2740262,-97.75816704,"(30.2740262, -97.75816704)",9,584R,MH23
19-00418868,Coyote Complaints,Phone,Closed,11/01/2019 08:52:46 AM,10/31/2019 10:36:58 AM,11/01/2019 08:52:45 AM,11/01/2019 08:52:46 AM,"10904 PICKFAIR DR, AUSTIN, TX 78750",10904,PICKFAIR,AUSTIN,78750,TRAVIS,3091365.00217222,10132327.99811320,30.43877662,-97.81105737,"(30.43877662, -97.81105737)",6,433Y,MF37
19-00437438,Coyote Complaints,Phone,Closed,11/15/2019 09:28:30 AM,11/14/2019 09:10:07 PM,11/15/2019 09:28:30 AM,11/15/2019 09:28:30 AM,"1803 SINGLETON AVE, AUSTIN, TX 78702",1803,SINGLETON,AUSTIN,78702,TRAVIS,3123001.35109090,10075207.14487030,30.27974911,-97.71496045,"(30.27974911, -97.71496045)",1,585M,MK23
19-00437454,Coyote Complaints,Phone,Closed,11/15/2019 09:37:42 AM,11/14/2019 10:03:26 PM,11/15/2019 09:37:43 AM,11/15/2019 09:37:42 AM,"1309 FORT BRANCH BLVD, AUSTIN, TX 78721",1309,FORT BRANCH,AUSTIN,78721,TRAVIS,3134061.67921993,10074510.72427600,30.27711424,-97.6799834,"(30.27711424, -97.6799834)",1,586Q,MM23
19-00460237,Coyote Complaints,Phone,Closed,01/29/2020 01:28:23 PM,12/04/2019 02:59:04 PM,01/29/2020 01:28:23 PM,01/29/2020 01:28:23 PM,"2701 BARTONS BLUFF LN, AUSTIN, TX 78746",2701,BARTONS BLUFF,AUSTIN,78746,TRAVIS,3098362.00061636,10065781.00239080,30.25540857,-97.79368043,"(30.25540857, -97.79368043)",8,613H,MF21
