Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
23-00499575,Animal Protection - Coyote Complaints,Phone,Open,11/04/2023 03:47:47 PM,11/04/2023 03:47:47 PM,11/09/2023 12:30:29 AM,,"1501 NORTHRIDGE DR, AUSTIN, TX 78723",1501,NORTHRIDGE,AUSTIN,78723,TRAVIS,3128528.99960673,10087492.99873670,30.31316184,-97.69653101,"(30.31316184, -97.69653101)",4,556P,ML26
23-00500516,Animal Protection - Coyote Complaints,Phone,Closed,11/06/2023 12:32:47 PM,11/05/2023 03:30:20 PM,11/06/2023 12:32:47 PM,11/06/2023 12:32:47 PM,"6711 VINE ST, AUSTIN, TX 78757",6711,VINE,AUSTIN,78757,TRAVIS,0.00000000,0.00000000,3.44238668,-105.9831947,"(3.442386682, -105.9831947)",7,525N,MJ29
23-00501612,Animal Protection - Coyote Complaints,Phone,Closed,11/06/2023 02:42:12 PM,11/06/2023 01:33:30 PM,11/06/2023 02:42:12 PM,11/06/2023 02:42:12 PM,"2425 ASHDALE DR, AUSTIN, TX 78757",2425,ASHDALE,AUSTIN,78757,TRAVIS,3117104.75799969,10103923.88971250,30.35906728,-97.73150837,"(30.35906728, -97.73150837)",7,525F,MJ30
23-00501628,Animal Protection - Coyote Complaints,Phone,Closed,11/08/2023 11:38:58 AM,11/06/2023 01:39:42 PM,11/08/2023 11:38:58 AM,11/08/2023 11:38:58 AM,"MAGIN MEADOW DR & THANNAS WAY, AUSTIN, TX",,MAGIN MEADOW DR & THANNAS WAY,AUSTIN,78744,TRAVIS,3109620.29954903,10038361.97179310,30.17932633,-97.76004086,"(30.17932633, -97.76004086)",2,674M,MH14
23-00504212,Animal Protection - Coyote Complaints,Phone,Closed,11/08/2023 11:51:04 AM,11/08/2023 09:22:21 AM,11/08/2023 11:51:04 AM,11/08/2023 11:51:04 AM,"LAKE AUSTIN BLVD & EXPOSITION BLVD, AUSTIN, TX",,LAKE AUSTIN BLVD & EXPOSITION BLVD,AUSTIN,78703,TRAVIS,3103464.50067545,10076012.00202050,30.28321091,-97.77677916,"(30.28321091, -97.77677916)",10,584K,MG23
23-00504246,Animal Protection - Coyote Complaints,Phone,Closed,11/09/2023 03:52:37 PM,11/08/2023 09:36:44 AM,11/09/2023 03:52:37 PM,11/09/2023 03:52:37 PM,"ROMERIA DR & ARROYO SECO, AUSTIN, TX",,ROMERIA DR & ARROYO SECO,AUSTIN,78757,TRAVIS,3116699.24863366,10094986.99948540,30.33452717,-97.73345594,"(30.33452717, -97.73345594)",7,525X,MJ28
23-00506035,Animal Protection - Coyote Complaints,Phone,Closed,11/09/2023 03:19:45 PM,11/09/2023 11:02:07 AM,11/09/2023 03:19:45 PM,11/09/2023 03:19:45 PM,"2405 STEVENS CV, AUSTIN, TX 78723",2405,STEVENS,AUSTIN,78723,TRAVIS,3134251.74791594,10090240.99815760,30.32034135,-97.67819213,"(30.32034135, -97.67819213)",1,556L,MM26
23-00507510,Animal Protection - Coyote Complaints,Phone,Closed,11/13/2023 02:26:52 PM,11/10/2023 11:54:28 AM,11/13/2023 02:26:52 PM,11/13/2023 02:26:52 PM,"1410 W 30TH ST, AUSTIN, TX 78703",1410,30TH,AUSTIN,78703,TRAVIS,3111358.74865882,10082741.00075410,30.3012067,-97.75128087,"(30.3012067, -97.75128087)",10,554Z,MH25
23-00508032,Animal Protection - Coyote Complaints,Phone,Closed,11/13/2023 02:13:04 PM,11/10/2023 06:22:35 PM,11/13/2023 02:13:04 PM,11/13/2023 02:13:04 PM,"301 FLAMINGO DR, LAKEWAY, TX 78734",301,FLAMINGO,LAKEWAY,78734,TRAVIS,3049350.91289597,10102892.33936300,30.36040868,-97.94635305,"(30.36040868, -97.94635305)",,520F,WY30
23-00508691,Animal Protection - Coyote Complaints,Phone,Open,11/11/2023 01:38:54 PM,11/11/2023 01:38:54 PM,11/16/2023 12:30:29 AM,,"6600 ELM CREEK DR, AUSTIN, TX 78744",6600,ELM CREEK,AUSTIN,78744,TRAVIS,3108355.75198620,10041363.72235630,30.18765802,-97.76382236,"(30.18765802, -97.76382236)",2,674C,MH15
23-00508756,Animal Protection - Coyote Complaints,Phone,Closed,11/15/2023 11:37:23 AM,11/11/2023 02:43:01 PM,11/15/2023 11:37:23 AM,11/15/2023 11:37:23 AM,"ARROYO SECO & ROMERIA DR, AUSTIN, TX",,ARROYO SECO & ROMERIA DR,AUSTIN,78757,TRAVIS,3116699.24863366,10094986.99948540,30.33452717,-97.73345594,"(30.33452717, -97.73345594)",7,525X,MJ28
23-00509009,Animal Protection - Coyote Complaints,Phone,Closed,11/15/2023 11:20:07 AM,11/11/2023 09:14:45 PM,11/15/2023 11:20:07 AM,11/15/2023 11:20:07 AM,"W BRAKER LN & PARKFIELD DR, AUSTIN, TX",,W BRAKER LN & PARKFIELD DR,AUSTIN,78758,TRAVIS,3128138.99751122,10114014.94504800,30.38609159,-97.69577393,"(30.38609159, -97.69577393)",7,496K,ML32
23-00510584,Animal Protection - Coyote Complaints,Phone,Closed,11/13/2023 01:36:45 PM,11/13/2023 12:07:38 PM,11/13/2023 01:36:45 PM,11/13/2023 01:36:45 PM,"6600 ELM CREEK DR, AUSTIN, TX 78744",6600,ELM CREEK,AUSTIN,78744,TRAVIS,3108355.75198620,10041363.72235630,30.18765802,-97.76382236,"(30.18765802, -97.76382236)",2,674C,MH15
23-00510866,Animal Protection - Coyote Complaints,Phone,Closed,11/13/2023 03:05:50 PM,11/13/2023 02:39:53 PM,11/13/2023 03:05:50 PM,11/13/2023 03:05:50 PM,"4807 SPICEWOOD SPRINGS RD 3, AUSTIN, TX 78731",4807,SPICEWOOD SPRINGS,AUSTIN,78731,TRAVIS,3106605.49612749,10110155.93764970,30.37686922,-97.76433271,"(30.37686922, -97.76433271)",10,494U,MH31
23-00512832,Animal Protection - Coyote Complaints,Phone,Closed,11/16/2023 10:55:16 AM,11/14/2023 09:25:57 PM,11/16/2023 10:55:16 AM,11/16/2023 10:55:16 AM,"4601 PECAN BROOK DR, AUSTIN, TX 78724",4601,PECAN BROOK,AUSTIN,78724,TRAVIS,3139657.01993043,10089595.76707230,30.31821189,-97.66111483,"(30.31821189, -97.66111483)",1,557J,MN26
23-00513143,Animal Protection - Coyote Complaints,Phone,Closed,11/16/2023 10:58:04 AM,11/15/2023 09:04:51 AM,11/16/2023 10:58:04 AM,11/16/2023 10:58:04 AM,"8125 MENCHACA RD, AUSTIN, TX 78745",8125,MENCHACA,AUSTIN,78745,TRAVIS,3092820.97515182,10042295.00055940,30.19119509,-97.81291096,"(30.19119509, -97.81291096)",5,673B,ME15
23-00513225,Animal Protection - Coyote Complaints,Phone,Closed,11/15/2023 11:15:15 AM,11/15/2023 09:46:37 AM,11/15/2023 11:15:15 AM,11/15/2023 11:15:15 AM,"2000 CITY PARK RD, AUSTIN, TX 78730",2000,CITY PARK,AUSTIN,78730,TRAVIS,3083299.57176596,10094810.80822520,30.3361453,-97.83931367,"(30.3361453, -97.83931367)",10,522Z,MD28
23-00513295,Animal Protection - Coyote Complaints,Phone,Closed,11/16/2023 11:06:17 AM,11/15/2023 10:23:24 AM,11/16/2023 11:06:17 AM,11/16/2023 11:06:17 AM,"11550 STONEHOLLOW DR, AUSTIN, TX 78758",11550,STONEHOLLOW,AUSTIN,78758,TRAVIS,3123158.49965891,10117148.99674370,30.3950303,-97.71133113,"(30.3950303, -97.71133113)",7,495H,MK33
23-00513754,Animal Protection - Coyote Complaints,Phone,Closed,11/16/2023 02:28:23 PM,11/15/2023 02:11:55 PM,11/16/2023 02:28:23 PM,11/16/2023 02:28:23 PM,"5913 LOOKOUT MOUNTAIN DR, AUSTIN, TX 78731",5913,LOOKOUT MOUNTAIN,AUSTIN,78731,TRAVIS,3101424.00228071,10098669.99991350,30.34562369,-97.78159559,"(30.34562369, -97.78159559)",10,524N,MG29
23-00514148,Animal Protection - Coyote Complaints,Phone,Closed,11/16/2023 12:33:04 PM,11/15/2023 05:49:37 PM,11/16/2023 12:33:04 PM,11/16/2023 12:33:04 PM,"213 FLAMINGO DR, LAKEWAY, TX 78734",213,FLAMINGO,LAKEWAY,78734,TRAVIS,3049374.16135071,10102974.72768580,30.36063379,-97.94627375,"(30.36063379, -97.94627375)",,520F,WY30
23-00514584,Animal Protection - Coyote Complaints,Phone,Closed,11/16/2023 01:15:44 PM,11/16/2023 09:05:23 AM,11/16/2023 01:15:44 PM,11/16/2023 01:15:44 PM,"914 DARTMOOR DR, AUSTIN, TX 78746",914,DARTMOOR,AUSTIN,78746,TRAVIS,3084861.99995602,10077997.00169890,30.28982935,-97.83555882,"(30.28982935, -97.83555882)",,582H,MD24
23-00514837,Animal Protection - Coyote Complaints,Phone,Closed,11/17/2023 10:19:36 AM,11/16/2023 11:11:50 AM,11/17/2023 10:19:36 AM,11/17/2023 10:19:36 AM,"11926 SNOW GOOSE RD, AUSTIN, TX 78758",11926,SNOW GOOSE,AUSTIN,78758,TRAVIS,3127046.75812207,10118972.18307410,30.39978938,-97.69886474,"(30.39978938, -97.69886474)",7,496A,ML33
23-00514865,Animal Protection - Coyote Complaints,Phone,Closed,11/17/2023 10:28:38 AM,11/16/2023 11:29:24 AM,11/17/2023 10:28:38 AM,11/17/2023 10:28:38 AM,"6801 NORTHEAST DR, AUSTIN, TX 78723",6801,NORTHEAST,AUSTIN,78723,TRAVIS,3133588.49723446,10089327.99794840,30.31787519,-97.68036262,"(30.31787519, -97.68036262)",1,556L,MM26
23-00514988,Animal Protection - Coyote Complaints,Phone,Closed,11/17/2023 11:20:17 AM,11/16/2023 12:28:18 PM,11/17/2023 11:20:17 AM,11/17/2023 11:20:17 AM,"10101 DIANELLA LN, AUSTIN, TX 78759",10101,DIANELLA,AUSTIN,78759,TRAVIS,3102900.50239692,10121919.99846720,30.40944193,-97.77522118,"(30.40944193, -97.77522118)",6,464T,MG34
23-00515196,Animal Protection - Coyote Complaints,Phone,Closed,11/17/2023 11:14:40 AM,11/16/2023 02:19:31 PM,11/17/2023 11:14:41 AM,11/17/2023 11:14:40 AM,"6311 NORTH HAMPTON DR, AUSTIN, TX 78723",6311,NORTH HAMPTON,AUSTIN,78723,TRAVIS,3133071.49738117,10087676.99921970,30.31337078,-97.68212538,"(30.31337078, -97.68212538)",4,556Q,MM26
23-00517115,Animal Protection - Coyote Complaints,Phone,Closed,11/21/2023 01:16:03 PM,11/17/2023 07:47:40 PM,11/21/2023 01:16:03 PM,11/21/2023 01:16:03 PM,"15220 SARAHS CREEK DR, AUSTIN, TX 78660",15220,SARAHS CREEK,AUSTIN,78660,TRAVIS,3139975.99916825,10135104.99766940,30.44328709,-97.65663397,"(30.44328709, -97.65663397)",,437W,MN37
23-00517881,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 10:55:01 AM,11/18/2023 03:24:44 PM,11/28/2023 10:55:01 AM,11/28/2023 10:55:01 AM,"7108 NORTHEAST DR, AUSTIN, TX 78723",7108,NORTHEAST,AUSTIN,78723,TRAVIS,3133893.06959920,10090648.20770220,30.32148423,-97.6792978,"(30.32148423, -97.6792978)",4,556G,MM27
23-00518808,Animal Protection - Coyote Complaints,Phone,Closed,11/21/2023 11:12:43 AM,11/19/2023 09:00:59 PM,11/21/2023 11:12:43 AM,11/21/2023 11:12:43 AM,"CUMBRIA LN & CHARLEMAGNE CT, AUSTIN, TX",,CUMBRIA LN & CHARLEMAGNE CT,AUSTIN,78727,TRAVIS,3119578.28255935,10126831.13035850,30.42187655,-97.72196301,"(30.42187655, -97.72196301)",7,465L,MK35
23-00519380,Animal Protection - Coyote Complaints,Phone,Closed,11/21/2023 11:16:34 AM,11/20/2023 10:47:55 AM,11/21/2023 11:16:34 AM,11/21/2023 11:16:34 AM,"4612 MADRONA DR, AUSTIN, TX 78731",4612,MADRONA,AUSTIN,78731,TRAVIS,3106629.49919802,10092372.99842230,30.3279847,-97.76555823,"(30.3279847, -97.76555823)",10,554C,MH27
23-00521584,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 10:18:41 AM,11/22/2023 12:05:24 AM,11/28/2023 10:18:40 AM,11/28/2023 10:18:41 AM,"3601 S CONGRESS AVE, AUSTIN, TX 78704",3601,CONGRESS,AUSTIN,78704,TRAVIS,3109144.47955206,10055936.72096390,30.22766678,-97.76025991,"(30.22766678, -97.76025991)",3,614Z,MH19
23-00521833,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 10:12:35 AM,11/22/2023 10:23:41 AM,11/28/2023 10:12:35 AM,11/28/2023 10:12:35 AM,"2609 PINEWOOD TER, AUSTIN, TX 78757",2609,PINEWOOD,AUSTIN,78757,TRAVIS,3114929.99931790,10100752.99731550,30.35049062,-97.73863638,"(30.35049062, -97.73863638)",7,525K,MJ29
23-00522161,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 08:43:34 AM,11/22/2023 02:07:41 PM,11/28/2023 08:43:34 AM,11/28/2023 08:43:34 AM,"NORTH HAMPTON DR & NORTHEAST DR, AUSTIN, TX",,NORTH HAMPTON DR & NORTHEAST DR,AUSTIN,78723,TRAVIS,3133436.74815224,10088189.00026220,30.31475424,-97.68092949,"(30.31475424, -97.68092949)",1,556L,MM26
23-00522435,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 11:09:10 AM,11/22/2023 05:15:20 PM,11/28/2023 11:09:10 AM,11/28/2023 11:09:10 AM,"FLAMINGO DR & PHEASANT LN, LAKEWAY, TX",,FLAMINGO DR & PHEASANT LN,LAKEWAY,78734,TRAVIS,3049294.03105181,10102966.40943800,30.36061565,-97.94652833,"(30.36061565, -97.94652833)",,520F,WY30
23-00522509,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 10:38:58 AM,11/22/2023 06:49:23 PM,11/28/2023 10:38:58 AM,11/28/2023 10:38:58 AM,"2811 VERNON AVE, AUSTIN, TX 78723",2811,VERNON,AUSTIN,78723,TRAVIS,3134466.74738664,10085915.00279700,30.30843588,-97.67783817,"(30.30843588, -97.67783817)",4,556U,MM25
23-00522642,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 11:21:25 AM,11/22/2023 11:26:33 PM,11/28/2023 11:21:25 AM,11/28/2023 11:21:25 AM,"10500 LAKELINE MALL DR, AUSTIN, TX 78717",10500,LAKELINE MALL,AUSTIN,78717,WILLIAMSON,3097681.12998181,10146378.79718640,30.47700546,-97.79000049,"(30.47700546, -97.79000049)",6,404W,MG40
23-00522705,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 10:43:01 AM,11/23/2023 07:19:51 AM,11/28/2023 10:43:01 AM,11/28/2023 10:43:01 AM,"2811 VERNON AVE, AUSTIN, TX 78723",2811,VERNON,AUSTIN,78723,TRAVIS,3134466.74738664,10085915.00279700,30.30843588,-97.67783817,"(30.30843588, -97.67783817)",4,556U,MM25
23-00523815,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 11:03:06 AM,11/24/2023 08:10:25 PM,11/28/2023 11:03:06 AM,11/28/2023 11:03:06 AM,"1705 S QUINLAN PARK RD, AUSTIN, TX 78732",1705,QUINLAN PARK,AUSTIN,78732,TRAVIS,3056044.49013761,10090958.57174320,30.3272066,-97.92595353,"(30.3272066, -97.92595353)",10,550D,WZ27
23-00525008,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 08:43:51 AM,11/26/2023 12:28:33 PM,11/28/2023 08:43:51 AM,11/28/2023 08:43:51 AM,"7685 NORTHCROSS DR, AUSTIN, TX 78757",7685,NORTHCROSS,AUSTIN,78757,TRAVIS,3115824.74725774,10102129.99819580,30.35421838,-97.73569854,"(30.35421838, -97.73569854)",7,525K,MJ29
23-00525383,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 10:00:27 AM,11/26/2023 07:46:39 PM,11/28/2023 10:00:27 AM,11/28/2023 10:00:27 AM,"12104 MOSLEY LN, AUSTIN, TX 78727",12104,MOSLEY,AUSTIN,78727,TRAVIS,3119394.81568542,10124907.64185280,30.41660101,-97.72268814,"(30.41660101, -97.72268814)",7,465Q,MK35
23-00526940,Animal Protection - Coyote Complaints,Phone,Closed,11/28/2023 02:30:43 PM,11/27/2023 09:51:44 PM,11/28/2023 02:30:43 PM,11/28/2023 02:30:43 PM,"4 BOARDMAN LN, AUSTIN, TX 78746",4,BOARDMAN,AUSTIN,78746,TRAVIS,3086269.25149675,10088362.99842290,30.31823749,-97.83036231,"(30.31823749, -97.83036231)",,553J,ME26
23-00527152,Animal Protection - Coyote Complaints,Spot311 Interface,Closed,11/29/2023 11:42:41 AM,11/28/2023 08:59:10 AM,11/29/2023 11:42:41 AM,11/29/2023 11:42:41 AM,"10717 DEATON LN, AUSTIN, TX 78754",10717,DEATON,AUSTIN,78754,TRAVIS,3139535.15262490,10104740.28023540,30.3598493,-97.66034774,"(30.3598493, -97.66034774)",1,527E,MN30
23-00527877,Animal Protection - Coyote Complaints,Spot311 Interface,TO BE DELETED,11/28/2023 02:52:49 PM,11/28/2023 02:44:53 PM,11/28/2023 02:52:49 PM,11/28/2023 02:52:49 PM,"11200 FLETCHER HALL LN, AUSTIN, TX 78717",11200,FLETCHER HALL,AUSTIN,78717,WILLIAMSON,3098264.46999556,10154341.50926990,30.49885741,-97.78757071,"(30.49885741, -97.78757071)",6,404E,MG42
23-00528189,Animal Protection - Coyote Complaints,Phone,Closed,11/30/2023 10:21:03 AM,11/28/2023 05:23:58 PM,11/30/2023 10:21:02 AM,11/30/2023 10:21:03 AM,"KRAMER LN & DOMAIN DR, AUSTIN, TX",,KRAMER LN & DOMAIN DR,Austin,78758,TRAVIS,3118452.25700118,10117842.16743840,30.39723984,-97.72620293,"(30.39723984, -97.72620293)",7,495C,MK33
23-00529780,Animal Protection - Coyote Complaints,Phone,Closed,11/30/2023 08:15:17 AM,11/29/2023 07:29:05 PM,11/30/2023 08:15:17 AM,11/30/2023 08:15:17 AM,"3700 SKIPTON DR, AUSTIN, TX 78727",3700,SKIPTON,AUSTIN,78727,TRAVIS,3120339.24249797,10124530.95022840,30.41550457,-97.71972081,"(30.41550457, -97.71972081)",7,465Q,MK35
23-00531536,Animal Protection - Coyote Complaints,Phone,Closed,12/04/2023 11:42:41 AM,12/01/2023 11:07:38 AM,12/04/2023 11:42:41 AM,12/04/2023 11:42:41 AM,"2502 LEHIGH DR, AUSTIN, TX 78723",2502,LEHIGH,AUSTIN,78723,TRAVIS,3134312.24923674,10089093.99788100,30.31718449,-97.67808719,"(30.31718449, -97.67808719)",1,556L,MM26
23-00531637,Animal Protection - Coyote Complaints,Phone,Closed,12/04/2023 11:18:49 AM,12/01/2023 12:09:34 PM,12/04/2023 11:18:49 AM,12/04/2023 11:18:49 AM,"2115 KRAMER LN, AUSTIN, TX 78758",2115,KRAMER,AUSTIN,78758,TRAVIS,3122773.12680867,10114982.81238380,30.38910076,-97.71271498,"(30.38910076, -97.71271498)",4,495M,MK32
23-00532473,Animal Protection - Coyote Complaints,Phone,Closed,12/04/2023 11:12:24 AM,12/02/2023 12:43:02 AM,12/04/2023 11:12:24 AM,12/04/2023 11:12:24 AM,"SOUTHERN OAKS DR & PIN OAK PATH, AUSTIN, TX",,SOUTHERN OAKS DR & PIN OAK PATH,AUSTIN,78745,TRAVIS,3097349.75106155,10052879.00139310,30.22000614,-97.79781697,"(30.22000614, -97.79781697)",5,643H,MF18
23-00532639,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 01:35:54 PM,12/02/2023 10:07:14 AM,12/05/2023 01:35:54 PM,12/05/2023 01:35:54 PM,"BRAES RIDGE DR & BELFAST DR, AUSTIN, TX",,BRAES RIDGE DR & BELFAST DR,AUSTIN,78723,TRAVIS,3128629.72776134,10087833.09307340,30.31409013,-97.69618633,"(30.31409013, -97.69618633)",4,556P,ML26
23-00532941,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 01:40:01 PM,12/02/2023 02:32:41 PM,12/05/2023 01:40:01 PM,12/05/2023 01:40:01 PM,"1604 HASKELL ST, AUSTIN, TX 78702",1604,HASKELL,AUSTIN,78702,TRAVIS,3118426.74738908,10065785.00094960,30.25414439,-97.7301475,"(30.25414439, -97.7301475)",3,615F,MJ21
23-00534022,Animal Protection - Coyote Complaints,Spot311 Interface,Closed,12/05/2023 11:34:26 AM,12/03/2023 06:06:48 PM,12/05/2023 11:34:26 AM,12/05/2023 11:34:26 AM,"4514 RIMROCK TRL, AUSTIN, TX 78723",4514,RIMROCK,AUSTIN,78723,TRAVIS,3132438.74889869,10078905.00257850,30.28929962,-97.68479191,"(30.28929962, -97.68479191)",1,586G,MM24
23-00534768,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 11:11:21 AM,12/04/2023 12:12:33 PM,12/13/2023 11:11:22 AM,12/13/2023 11:11:21 AM,"6805 SMOKEY HILL RD, AUSTIN, TX 78736",6805,SMOKEY HILL,AUSTIN,78736,TRAVIS,3067595.50090858,10061041.00189440,30.24427278,-97.89143162,"(30.24427278, -97.89143162)",8,611Q,MB20
23-00535006,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 01:31:50 PM,12/04/2023 02:14:33 PM,12/05/2023 01:31:50 PM,12/05/2023 01:31:50 PM,"2001 RICHCREEK RD, AUSTIN, TX 78757",2001,RICHCREEK,AUSTIN,78757,TRAVIS,3117266.99724988,10100209.99780410,30.34884791,-97.73126953,"(30.34884791, -97.73126953)",7,525P,MJ29
23-00535411,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 02:00:08 PM,12/04/2023 06:05:23 PM,12/05/2023 02:00:08 PM,12/05/2023 02:00:08 PM,"2214 W BRAKER LN, AUSTIN, TX 78758",2214,BRAKER,AUSTIN,78758,TRAVIS,3122551.24775737,10116611.99957210,30.39359351,-97.71329681,"(30.39359351, -97.71329681)",7,495H,MK33
23-00535528,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 01:46:00 PM,12/04/2023 09:27:33 PM,12/05/2023 01:46:00 PM,12/05/2023 01:46:00 PM,"9009 GREAT HILLS TRL, AUSTIN, TX 78759",9009,GREAT HILLS,AUSTIN,78759,TRAVIS,3108309.56949998,10114984.77752910,30.39003476,-97.75857573,"(30.39003476, -97.75857573)",10,494M,MH32
23-00535665,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 02:45:45 PM,12/05/2023 07:10:12 AM,12/05/2023 02:45:45 PM,12/05/2023 02:45:45 PM,"7501 BETHUNE AVE, AUSTIN, TX 78752",7501,BETHUNE,AUSTIN,78752,TRAVIS,3128525.00000000,10094843.00000000,30.33336598,-97.6959915,"(30.33336598, -97.6959915)",4,526X,ML28
23-00536361,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 02:21:26 PM,12/05/2023 01:27:56 PM,12/05/2023 02:21:26 PM,12/05/2023 02:21:26 PM,"2819 FOSTER LN, AUSTIN, TX 78757",2819,FOSTER,AUSTIN,78757,TRAVIS,3114794.99855342,10103330.99752050,30.35758583,-97.73887366,"(30.35758583, -97.73887366)",7,525F,MJ30
23-00536366,Animal Protection - Coyote Complaints,Phone,Closed,12/05/2023 01:48:14 PM,12/05/2023 01:29:53 PM,12/05/2023 01:48:14 PM,12/05/2023 01:48:14 PM,"STRASS DR & W 49TH HALF ST, AUSTIN, TX 78731",,STRASS DR & W 49TH HALF ST,AUSTIN,78731,TRAVIS,3112642.24862761,10091024.99811510,30.32389624,-97.74660454,"(30.32389624, -97.74660454)",7,555E,MJ27
23-00536399,Animal Protection - Coyote Complaints,Phone,Closed,12/06/2023 10:06:16 AM,12/05/2023 01:43:52 PM,12/06/2023 10:06:16 AM,12/06/2023 10:06:16 AM,"2535 BROCKTON DR, AUSTIN, TX 78758",2535,BROCKTON,AUSTIN,78758,TRAVIS,3120962.93873523,10115745.43967610,30.39131423,-97.7183978,"(30.39131423, -97.7183978)",7,495H,MK33
23-00537881,Animal Protection - Coyote Complaints,Phone,Closed,12/07/2023 12:39:04 PM,12/06/2023 02:32:02 PM,12/07/2023 12:39:04 PM,12/07/2023 12:39:04 PM,"W BRAKER LN & KRAMER LN, AUSTIN, TX",,W BRAKER LN & KRAMER LN,AUSTIN,78758,TRAVIS,3122348.13937140,10115611.23762560,30.39085573,-97.71401558,"(30.39085573, -97.71401558)",4,495H,MK33
23-00538472,Animal Protection - Coyote Complaints,Phone,Closed,12/07/2023 12:55:14 PM,12/07/2023 08:05:05 AM,12/07/2023 12:55:14 PM,12/07/2023 12:55:14 PM,"2200 QUICKSILVER BLVD, AUSTIN, TX 78744",2200,QUICKSILVER,AUSTIN,78744,TRAVIS,3107214.74776087,10037593.00159060,30.17736532,-97.76770794,"(30.17736532, -97.76770794)",2,674L,MH14
23-00539237,Animal Protection - Coyote Complaints,Phone,Closed,12/08/2023 11:48:25 AM,12/07/2023 02:54:47 PM,12/08/2023 11:48:25 AM,12/08/2023 11:48:25 AM,"5800 BULLARD DR, AUSTIN, TX 78757",5800,BULLARD,AUSTIN,78757,TRAVIS,3111411.13781252,10095379.77948260,30.33594557,-97.750185,"(30.33594557, -97.750185)",7,525W,MJ28
23-00539316,Animal Protection - Coyote Complaints,Phone,Closed,12/08/2023 11:42:17 AM,12/07/2023 03:32:50 PM,12/08/2023 11:42:17 AM,12/08/2023 11:42:17 AM,"VINE ST & ADDISON AVE, AUSTIN, TX",,VINE ST & ADDISON AVE,AUSTIN,78757,TRAVIS,3113450.24869090,10099153.99840890,30.34619001,-97.74344448,"(30.34619001, -97.74344448)",7,525N,MJ29
23-00539455,Animal Protection - Coyote Complaints,Spot311 Interface,Closed,12/08/2023 12:00:32 PM,12/07/2023 04:45:53 PM,12/08/2023 12:00:31 PM,12/08/2023 12:00:32 PM,"6701 SHOAL CREEK BLVD, AUSTIN, TX 78757",6701,SHOAL CREEK,AUSTIN,78757,TRAVIS,3112934.92723216,10099198.58940760,30.34634556,-97.74507444,"(30.34634556, -97.74507444)",7,525N,MJ29
23-00539484,Animal Protection - Coyote Complaints,Phone,Closed,12/08/2023 12:20:44 PM,12/07/2023 05:01:35 PM,12/08/2023 12:20:44 PM,12/08/2023 12:20:44 PM,"2515 PATSY PKWY, AUSTIN, TX 78744",2515,PATSY,AUSTIN,78744,TRAVIS,3109162.99908119,10037419.00291100,30.17676334,-97.7615567,"(30.17676334, -97.7615567)",2,674L,MH14
23-00540611,Animal Protection - Coyote Complaints,Phone,Closed,02/17/2024 04:41:57 PM,12/08/2023 02:57:39 PM,02/17/2024 04:41:57 PM,02/17/2024 04:41:57 PM,"7685 NORTHCROSS DR, AUSTIN, TX 78757",7685,NORTHCROSS,AUSTIN,78757,TRAVIS,3115824.74725774,10102129.99819580,30.35421838,-97.73569854,"(30.35421838, -97.73569854)",7,525K,MJ29
23-00541591,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 12:30:19 PM,12/09/2023 01:41:12 PM,12/13/2023 12:30:19 PM,12/13/2023 12:30:19 PM,"NASCO DR & WHITE ROCK DR, AUSTIN, TX",,NASCO DR & WHITE ROCK DR,AUSTIN,78757,TRAVIS,3112972.99791311,10096334.99709700,30.33847151,-97.74516497,"(30.33847151, -97.74516497)",7,525S,MJ28
23-00541597,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 11:28:29 AM,12/09/2023 01:45:31 PM,12/14/2023 11:28:28 AM,12/14/2023 11:28:29 AM,"SHOAL CREEK BLVD & TWIN OAKS DR, AUSTIN, TX",,SHOAL CREEK BLVD & TWIN OAKS DR,AUSTIN,78757,TRAVIS,3112824.24826776,10098648.99836940,30.34484189,-97.74546575,"(30.34484189, -97.74546575)",7,525N,MJ29
